facilityid,name,address,city,state,zip,telephone,type,status,population,county,countyfips,country,website,securelvl,capacity,geometry,cdcr_code,cdcr_firecamp,longitude,latitude,tract_geoid,average_2025_population,capacity_percent,capacity_percent_2025,year_opened,year_opened_notes,reentry_hub,planned_closure,california_model_facility,cdcr_air_cooling_pilot
10000891,Pitchess Detention Center-South,29330 The Old Road,Castaic,CA,91384,(661) 295-8805,COUNTY,OPEN,,LOS ANGELES,06037,USA,http://shq.lasdnews.net/pages/PageDetail.aspx?id=1716,MEDIUM,1536.0,"POLYGON ((-118.594613743829 34.4657289506306, -118.594692178201 34.4656084360805, -118.594802698586 34.465476163794, -118.594938176955 34.4653027403293, -118.595127131712 34.4650852240039, -118.59533391283 34.4648441931051, -118.595427606899 34.4647683559749, -118.595496058796 34.4647272038974, -118.595565651034 34.4646942833146, -118.595669041593 34.4646619490897, -118.595769866386 34.4646366700463, -118.595889656083 34.4646225605828, -118.596026559878 34.4646260886232, -118.596139219749 34.4646366700463, -118.596164889098 34.4646507804092, -118.596210524296 34.4646978095563, -118.596190559347 34.4647718840153, -118.596549930235 34.4648224412027, -118.596578452234 34.4647072155656, -118.596785233352 34.4647413142603, -118.596799493901 34.4646660652867, -118.597061892692 34.464706041051, -118.597592393774 34.4647953985888, -118.598545014141 34.4649470719498, -118.599041288824 34.4650293761049, -118.599336487689 34.4651069759063, -118.599506190658 34.4651622374474, -118.599675893628 34.4652269031991, -118.600416029376 34.4655067326497, -118.600211149425 34.4658943395522, -118.600486975993 34.4660645290548, -118.600914799678 34.466133114052, -118.600962336043 34.4661585891476, -118.603866782026 34.4666328052598, -118.604926833606 34.4663408286664, -118.605162136723 34.4670933013148, -118.603843013844 34.4677752230481, -118.603023019197 34.4674989279332, -118.60161130212 34.4670333947754, -118.600482223076 34.4666641583243, -118.600453701077 34.4665975329498, -118.600313469791 34.4665700991308, -118.600056776299 34.4666151686552, -118.599018115993 34.466476039038, -118.597463689997 34.4662252136228, -118.596726882639 34.466105680233, -118.594613743829 34.4657289506306))",None,False,-118.5996116034917,34.46605502608862,06037920200,,,,,,,,,
10002330,Fci Dublin Camp,5701 8Th Street,Dublin,CA,94568,(925) 833-7500,FEDERAL,OPEN,108.0,ALAMEDA,06001,USA,https://www.bop.gov/locations/institutions/dub/,MINIMUM,,"POLYGON ((-121.895521833066 37.7176890003471, -121.894461153759 37.718503007308, -121.894473015817 37.7176585043365, -121.895521833066 37.7176890003471))",None,False,-121.8948186675473,37.717950171696266,06001450102,,,,,,,,,
10000863,Fci Lompoc,3600 Guard Rd,Lompoc,CA,93436,(805) 736-4154,FEDERAL,OPEN,900.0,SANTA BARBARA,06083,USA,https://www.bop.gov/locations/institutions/lof/,MINIMUM,,"POLYGON ((-120.499216933415 34.6797543029188, -120.499030825912 34.6797490598712, -120.497450219752 34.6778840503087, -120.498058346715 34.6772850973294, -120.498055725192 34.6772117027579, -120.497033443339 34.6764882413393, -120.496956116032 34.6744292588033, -120.497087177831 34.6743480005598, -120.502700558084 34.6757909915611, -120.502836862032 34.6761605868417, -120.499216933415 34.6797543029188))",None,False,-120.49946206769441,34.676755382981256,06083980400,,,,,,,,,
10000833,Fci Victorville Medium I Camp,13777 Air Expressway Boulevard,Victorville,CA,92394,(760) 246-2400,FEDERAL,OPEN,173.0,SAN BERNARDINO,06071,USA,https://www.bop.gov/locations/institutions/vim/,MINIMUM,,"POLYGON ((-117.370484661438 34.5696170361973, -117.370205848221 34.5698534211985, -117.37023008495 34.5698809026816, -117.370078562675 34.5700140419145, -117.369369406773 34.5694291399429, -117.369328080227 34.5694682541567, -117.369266367849 34.569420047797, -117.36919143094 34.5694813869565, -117.369072410164 34.5693867117274, -117.369144882031 34.5693203732367, -117.368963309809 34.5691776022646, -117.36900641971 34.5691374070657, -117.36855418123 34.5687502902937, -117.369001314259 34.5683675316363, -117.370339193399 34.5683593451077, -117.370592635841 34.5685721013215, -117.370569517869 34.5685896686783, -117.370599823223 34.568619974932, -117.370484661438 34.5696170361973))",None,False,-117.36974423441475,34.56900668681523,06071980200,,,,,,,,,
10000831,Fci Victorville Medium Ii,13777 Air Expressway Boulevard,Victorville,CA,92394,(760) 530-5700,FEDERAL,OPEN,1393.0,SAN BERNARDINO,06071,USA,https://www.bop.gov/locations/institutions/vvm/,MEDIUM,,"POLYGON ((-117.358880326866 34.5698760121683, -117.356538937422 34.5704566000921, -117.355453902675 34.5699521550679, -117.354920904176 34.5684292997724, -117.355472938625 34.5675346218254, -117.359384772789 34.5665733203026, -117.361297859209 34.5672110160756, -117.361916519032 34.569000370171, -117.361840376132 34.5691716910207, -117.358880326866 34.5698760121683))",None,False,-117.35831452366867,34.568484117135945,06071980200,,,,,,,,,
10006487,Chula Vista Jail,315 Fourth Avenue,Chula Vista,CA,91910,(619) 691-5220,LOCAL,OPEN,54.0,SAN DIEGO,06073,USA,NOT AVAILABLE,NOT AVAILABLE,50.0,"POLYGON ((-117.083417333043 32.6402130114214, -117.082699925861 32.6404021784178, -117.082453651015 32.6397347393668, -117.08337807224 32.6394777571928, -117.083460163256 32.6396812009268, -117.083627914696 32.6397918463167, -117.083417333043 32.6402130114214))",None,False,-117.08303758871025,32.63993272300781,06073012302,,1.08,,,,,,,
10006180,Fci Mendota Camp,33500 West California Avenue,Mendota,CA,93640,(559) 274-4000,FEDERAL,OPEN,115.0,FRESNO,06019,USA,https://www.bop.gov/locations/institutions/men/,MINIMUM,,"POLYGON ((-120.393641402229 36.7272611838566, -120.393678283426 36.7288742834215, -120.393164589774 36.7289762098842, -120.393164589774 36.7295044500703, -120.393171728592 36.7296757718195, -120.393171728592 36.7298827849626, -120.393178867411 36.7301897352681, -120.392329400182 36.7301897352681, -120.391529901084 36.7302040120056, -120.391494208791 36.7292688843516, -120.391472794134 36.7289191029343, -120.391112425898 36.7287560459548, -120.39104920086 36.7274132052553, -120.391207262105 36.7272654070729, -120.393641402229 36.7272611838566))",None,False,-120.39236686830785,36.728576475901214,06019008304,,,,,,,,,
10000887,Fci Terminal Island,1299 Seaside Avenue,San Pedro,CA,90731,(310) 831-8961,FEDERAL,OPEN,946.0,LOS ANGELES,06037,USA,https://www.bop.gov/locations/institutions/trm/,MINIMUM,,"POLYGON ((-118.268275375208 33.7290031748567, -118.267811005773 33.7291462587929, -118.267268862968 33.7289960369376, -118.265462380385 33.7242991503855, -118.265523484821 33.7241782239459, -118.266818563426 33.7238354095766, -118.26780098103 33.726416042966, -118.267747019909 33.7265319008266, -118.267794632716 33.726644585879, -118.26791683979 33.7267429861, -118.268600882125 33.7284967378342, -118.268275375208 33.7290031748567))",None,False,-118.26706314344847,33.72649105995905,06037980031,,,,,,,,,
10000867,Usp Lompoc Camp,3901 Klein Blvd,Lompoc,CA,93436,(805) 735-2771,FEDERAL,OPEN,246.0,SANTA BARBARA,06083,USA,https://www.bop.gov/locations/institutions/lom/,MINIMUM,,"POLYGON ((-120.505632827293 34.6761981812011, -120.505351809838 34.6755918348953, -120.504843227033 34.6752436156004, -120.504407403879 34.6750917308987, -120.503901769051 34.6751155260607, -120.503199740276 34.6752240310643, -120.502166126965 34.6752976261845, -120.501647229836 34.6750441423733, -120.502753860003 34.6738966128385, -120.50412523709 34.6744044833803, -120.507073374836 34.6755613613678, -120.506846695319 34.6759630984183, -120.505632827293 34.6761981812011))",None,False,-120.5042452703141,34.67502678354751,06083980400,,,,,,,,,
10000806,Usp Atwater,1 Federal Way,Atwater,CA,95301,(209) 386-0257,FEDERAL,OPEN,1057.0,MERCED,06047,USA,https://www.bop.gov/locations/institutions/atw/,MAXIMUM,,"POLYGON ((-120.557556000409 37.3884358714184, -120.557356212419 37.3884195622131, -120.555439883044 37.3866282700786, -120.555461628651 37.38646381915, -120.560070522836 37.3833681053538, -120.560276108755 37.3833757190143, -120.562177773785 37.3851898197544, -120.562154931005 37.3853459132834, -120.557556000409 37.3884358714184))",None,False,-120.55881096422864,37.385902009533794,06047000503,,,,,,,,,
10000892,Mdc Los Angeles,535 North Alameda Street,Los Angeles,CA,90012,(213) 485-0439,FEDERAL,OPEN,603.0,LOS ANGELES,06037,USA,https://www.bop.gov/locations/institutions/los/,MAXIMUM,,"POLYGON ((-118.238643900895 34.0540900846897, -118.238138367691 34.0537837971846, -118.238137254331 34.0536629417914, -118.238163977685 34.053631575237, -118.238271988961 34.0536324979415, -118.238271988961 34.0533953997779, -118.238426766782 34.0531988943136, -118.238858809187 34.053462747308, -118.238812040843 34.0539138778233, -118.238643900895 34.0540900846897))",None,False,-118.23852864799255,34.05365172738237,06037207400,,,,,,,,,
10006299,Usp Lompoc North Camp,3901 Klein Blvd,Lompoc,CA,93436,(805) 735-2771,FEDERAL,OPEN,121.0,SANTA BARBARA,06083,USA,https://www.bop.gov/locations/institutions/lom/,MINIMUM,,"POLYGON ((-120.503989979054 34.6846529748549, -120.503185340331 34.6848672949897, -120.503113899987 34.6846792953133, -120.502989819624 34.684194254961, -120.50303494041 34.6838859358873, -120.503350778715 34.68379945618, -120.503681659081 34.6840476151054, -120.503929818906 34.6844837746066, -120.503989979054 34.6846529748549))",None,False,-120.50342145068144,34.684348596310315,06083980400,,,,,,,,,
10005303,Fci Dublin,5701 8Th Street,Dublin,CA,94568,(925) 833-7500,FEDERAL,OPEN,581.0,ALAMEDA,06001,USA,https://www.bop.gov/locations/institutions/dub/,MINIMUM,,"POLYGON ((-121.899194978166 37.7192079732694, -121.897417521202 37.7201716543984, -121.894248079185 37.7201145474485, -121.894299142691 37.7187511527436, -121.895839222702 37.7175662788607, -121.896103047817 37.7175750355595, -121.896296993811 37.7174246257459, -121.896416785306 37.7174110891505, -121.897369404774 37.7166861051797, -121.899102178922 37.7166883292031, -121.899244947196 37.7167523690267, -121.899194978166 37.7192079732694))",None,False,-121.896970997066,37.7185793067588,06001450102,,,,,,,,,
10005261,Herlong Fci Camp,741-925 Access Rd A-25,Herlong,CA,96113,(530) 827-8000,FEDERAL,OPEN,82.0,LASSEN,06035,USA,https://www.bop.gov/locations/institutions/her/,MINIMUM,,"POLYGON ((-120.153091724304 40.1525589110649, -120.153749927317 40.1520385489399, -120.15500963019 40.1530240862926, -120.154002386801 40.1537544625984, -120.153834539133 40.1536261743086, -120.153480987757 40.153910047111, -120.152934590259 40.1534787781231, -120.153616693655 40.1529601597836, -120.153091724304 40.1525589110649))",None,False,-120.153899940364,40.15300842320584,06035040600,,,,,,,,,
10006194,Usp Atwater Camp,1 Federal Way,Atwater,CA,95301,(209) 386-0257,FEDERAL,OPEN,119.0,MERCED,06047,USA,https://www.bop.gov/locations/institutions/atw/,MINIMUM,,"POLYGON ((-120.562866200315 37.3837607439632, -120.56278434672 37.3836884087931, -120.562673939651 37.3837778760482, -120.562468354631 37.3836008436041, -120.562523557716 37.383564677368, -120.562314165866 37.3833743196692, -120.56263586865 37.3831573132595, -120.562569244175 37.3830887840202, -120.563810370652 37.3822911887874, -120.564250095066 37.382715684981, -120.564202505641 37.3828527416608, -120.564307202016 37.3828984272207, -120.564486138325 37.3832315522944, -120.564408090661 37.3836731796736, -120.564132074336 37.3838901869826, -120.563894128111 37.3836750844376, -120.563246913914 37.3841148079521, -120.562866200315 37.3837607439632))",None,False,-120.56351089902054,37.38324683391697,06047000503,,,,,,,,,
10000830,Usp Victorville,13777 Air Expressway Boulevard,Victorville,CA,92394,(760) 530-5000,FEDERAL,OPEN,1263.0,SAN BERNARDINO,06071,USA,https://www.bop.gov/locations/institutions/vip/,MAXIMUM,,"POLYGON ((-117.372295727866 34.5675084479566, -117.369490343105 34.5677368757563, -117.369319022255 34.5676440774123, -117.36911914793 34.5661164629045, -117.368740813038 34.5628684992819, -117.368833612281 34.5627328698261, -117.371667549618 34.5624901652889, -117.371831733448 34.5625972412697, -117.372102992359 34.564938629814, -117.372409941765 34.5674085107942, -117.372295727866 34.5675084479566))",None,False,-117.3705686834497,34.56511772035156,06071980200,,,,,,,,,
10000832,Fci Victorville Medium I,13777 Air Expressway Boulevard,Victorville,CA,92394,(760) 246-2400,FEDERAL,OPEN,1453.0,SAN BERNARDINO,06071,USA,https://www.bop.gov/locations/institutions/vim/,MEDIUM,,"POLYGON ((-117.366646888243 34.5670587302762, -117.365961603045 34.5677440145747, -117.363867677351 34.5679058178992, -117.362849267979 34.5672110160756, -117.362459035956 34.5640415731601, -117.363239499104 34.5632040030624, -117.365333424798 34.5630421997378, -117.36623762027 34.5636703779856, -117.366646888243 34.5670587302762))",None,False,-117.3645614551476,34.565479182329916,06071980200,,,,,,,,,
10002323,"California State Prison, Solano",2100 Peabody Road,Vacaville,CA,95687,(707) 451-0182,STATE,OPEN,3737.0,SOLANO,06095,USA,https://www.cdcr.ca.gov/facility-locator/sol/,MAXIMUM,,"POLYGON ((-121.978886725842 38.3234390133998, -121.978744117647 38.3236142903672, -121.973191920071 38.324479481343, -121.972973255311 38.3243676038819, -121.972136622307 38.3210857852808, -121.97188943465 38.3177553331421, -121.972079579209 38.3175949597397, -121.97774586388 38.3173413464261, -121.977926499908 38.317464424044, -121.978145165567 38.3206046875563, -121.978206961582 38.3206830059161, -121.978886725842 38.3234390133998))",SOL,False,-121.97523692020748,38.320776607604,06095253000,3735.0,,,1984.0,,,,,
10002316,Yolo County Juvenile Detention Facility,2880 E Gibson Rd,Woodland,CA,95776,(530) 406-5300,COUNTY,OPEN,,YOLO,06113,USA,https://www.yolocounty.org/government/general-government-departments/law-justice/probation/institutional-services/juvenile-detention-facility,JUVENILE,,"POLYGON ((-121.730260812187 38.6606659695589, -121.731002373361 38.6606659695589, -121.731002373361 38.6609907597158, -121.730629215866 38.6609889044145, -121.730629215866 38.6610371584381, -121.730467594204 38.6611615049995, -121.730336869651 38.661263581649, -121.730467594204 38.6613656582986, -121.730258436178 38.6615178433738, -121.730184754723 38.6614231906278, -121.730099189626 38.6613452418895, -121.730001740888 38.6614176238243, -121.729942321781 38.6613730813027, -121.729897162324 38.6613953521139, -121.729652351575 38.661215326726, -121.729832989401 38.6610798438597, -121.729856756684 38.6609833358124, -121.730260812187 38.6606659695589))",None,False,-121.73033404289305,38.66101321635629,06113011208,,,,,,,,,
10002350,North County Correctional Facility,29340 The Old Road,Castaic,CA,91384,(661) 295-7810,COUNTY,OPEN,,LOS ANGELES,06037,USA,http://shq.lasdnews.net/pages/PageDetail.aspx?id=1433,MAXIMUM,,"POLYGON ((-118.587308526567 34.4664109766853, -118.587150708139 34.4665113059521, -118.586958290093 34.4664943150606, -118.586226608871 34.465746287761, -118.585844420384 34.4653449643986, -118.585485047697 34.4649044458835, -118.584597076894 34.4640672975678, -118.585447018965 34.4634888149569, -118.586380624966 34.4628821089223, -118.586329287167 34.4628241026502, -118.587152371884 34.4622665013979, -118.587801237237 34.4629690391899, -118.58702711431 34.4635138979481, -118.58798828723 34.4645840597066, -118.587774378984 34.4647210255549, -118.588599603189 34.4655330845843, -118.587308526567 34.4664109766853))",None,False,-118.58669462597126,34.46449801148207,06037920200,,,,,,,,,
10002355,Central Juvenile Hall,1605 Eastlake Avenue,Los Angeles,CA,90033,(323) 226-8611,COUNTY,OPEN,,LOS ANGELES,06037,USA,https://probation.lacounty.gov/juvenile-hall-2/,JUVENILE,,"POLYGON ((-118.207782526342 34.0645819605891, -118.207739445219 34.0646250417124, -118.206522398989 34.0641726890184, -118.206188519385 34.0638280391328, -118.20611851166 34.0637095651444, -118.205418440708 34.0627294659921, -118.205827713178 34.0625140603756, -118.205542299837 34.0621047870064, -118.20652778413 34.0613831763925, -118.206818582611 34.0616685888344, -118.207534808984 34.0611569986966, -118.207750214601 34.0613131686679, -118.207798681764 34.0612970132466, -118.208003317999 34.0614908792008, -118.20841797471 34.0611731550171, -118.2090965051 34.0614585683583, -118.208945721168 34.0615501157453, -118.209031883415 34.0616308928515, -118.20883801836 34.0617762934413, -118.209069580297 34.062083247344, -118.209252675071 34.0623902012468, -118.209214979088 34.0624548229318, -118.209058809117 34.06256252574, -118.209559628974 34.0633972261011, -118.209527318131 34.0634510766059, -118.208848787741 34.063731105706, -118.209053423976 34.0639465122218, -118.208251035357 34.0644473320788, -118.208003317999 34.064231925563, -118.207949465695 34.0642857769671, -118.208078709964 34.0644042509555, -118.208078709964 34.0645281091849, -118.207960236875 34.0646304268528, -118.207782526342 34.0645819605891))",None,False,-118.2075310308609,34.062845125055134,06037203300,,,,,,,,,
10002354,Mira Loma Detention Center,45100 60Th Street West,Lancaster,CA,93536,(661) 949-3811,MULTI,OPEN,,LOS ANGELES,06037,USA,NOT AVAILABLE,NOT AVAILABLE,,"POLYGON ((-118.234891306988 34.7039063878696, -118.231094053648 34.7038636260056, -118.231094053648 34.703726787861, -118.230050663807 34.7036925776504, -118.230035952697 34.7010706716742, -118.230127634982 34.701058448089, -118.230144740088 34.7011610760229, -118.230290129886 34.7009985811197, -118.230285956132 34.7008291641347, -118.232197309558 34.6992795540083, -118.234420927384 34.7010841048476, -118.235130773966 34.7004939913047, -118.235797858684 34.701049894637, -118.235293268869 34.7014604090706, -118.235259058659 34.7014860658293, -118.235413001908 34.7016656658379, -118.235361688391 34.7017426370131, -118.235780753579 34.7021274937889, -118.23501959258 34.7027774752004, -118.234523555318 34.702341304008, -118.234181460406 34.7025807700865, -118.234694602774 34.7030511496908, -118.234369612068 34.7032735115633, -118.234694602774 34.7035300827472, -118.234617630699 34.7035985022691, -118.234728812085 34.7037524446197, -118.234882755335 34.7037438929663, -118.234959725611 34.7038294157949, -118.234959725611 34.7039063878696, -118.234891306988 34.7039063878696))",None,False,-118.23257916788252,34.701951456144066,06037901003,,,,,,,,,
10006242,James G Bowles Juvenile Hall,1831 Ridge Rd,Bakersfield,CA,93305,(661) 868-4300,COUNTY,OPEN,,KERN,06029,USA,https://www.kernprobation.com/institutions/juvenile-hall/juvenile-hall-visitation/,JUVENILE,,"POLYGON ((-118.971553258776 35.3850053440215, -118.971546516558 35.3859204653572, -118.970811687709 35.3859287094424, -118.970804946391 35.3861870298076, -118.96877573771 35.3861732890661, -118.968768996392 35.3854395465979, -118.968836412271 35.3848377076941, -118.969803824687 35.384856945092, -118.970993709592 35.3849888549518, -118.971553258776 35.3850053440215))",None,False,-118.97007208464194,35.38551690633812,06029001201,,,,,,,,,
10000893,Long Beach City Jail,400 W Broadway,Long Beach,CA,90802,NOT AVAILABLE,LOCAL,OPEN,232.0,LOS ANGELES,06037,USA,NOT AVAILABLE,MINIMUM,202.0,"POLYGON ((-118.197797211572 33.7691140586669, -118.196893937905 33.7691119929242, -118.19689476708 33.7689025731952, -118.197263643802 33.7689025731952, -118.197273162227 33.768522906407, -118.197663393351 33.7685133879825, -118.197672910876 33.7688941015816, -118.197804671448 33.7689025731952, -118.197797211572 33.7691140586669))",None,False,-118.19740279229643,33.76887574058282,06037576001,,1.1485148514851484,,,,,,,
